ISBN,Title,Author,Year,Publisher,stemmed_title,lemmatized_title,Title_stem,Author_stem,Publisher_stem,Year_stem
0300059566,Karen Horney: A Psychoanalyst's Search for Self-Understanding,Bernard J. Paris,1994,Yale University Press,karen horney : a psychoanalyst 's search for self-understand,karen horney : a psychoanalyst 's search for self-understand,: 's for,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0785728430,I Am the Clay,Chaim Potok,1999,Bt Bound,i am the clay,i am the clay,the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0020095007,The Deaf Smith Country Cookbook: Natural Foods for Family Kitchens,Marjorie Winn. Ford,1973,Simon & Schuster,the deaf smith countri cookbook : natur food for famili kitchen,the deaf smith countri cookbook : natur food for famili kitchen,: for,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1879431793,Eyewitness Science: Light,David Burnie,1992,Dorling Kindersley Publishing,eyewit scienc : light,eyewit scienc : light,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0062552767,Daily Meditations for Practicing the Course,Karen Casey,1995,Harpercollins,daili medit for practic the cours,daili medit for practic the cours,for the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0553580604,Callahan's Key,Spider Robinson,2001,Spectra Books,callahan 's key,callahan 's key,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0823939987,Canada: A Primary Source Cultural Guide (Primary Sources of World Cultures),Lois Sakany,2004,Rosen Pub. Group's Powerplus Books,canada : a primari sourc cultur guid ( primari sourc of world cultur ),canada : a primari sourc cultur guid ( primari sourc of world cultur ),: ( of ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1555530362,The Everyday World As Problematic: A Feminist Sociology (Northeastern Series in Feminist Theory),Dorothy E. Smith,1989,Northeastern University Press,the everyday world as problemat : a feminist sociolog ( northeastern seri in feminist theori ),the everyday world a problemat : a feminist sociolog ( northeastern seri in feminist theori ),: ( in ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0451407229,In the Cut,Susanna Moore,1996,Onyx Books,in the cut,in the cut,the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
848971570X,Otelo - Con Sobrecubierta,William Shakespeare,2000,Alba,otelo - con sobrecubierta,otelo - con sobrecubierta,-,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0446329207,Glitz,Elmore Leonard,1986,Warner Books> C/o Little Br,glitz,glitz,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0446365378,Love Bite,Sherry Gottlieb,1994,Warner Books,love bite,love bite,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0671226525,The Shoemaker: The Anatomy of a Psychotic,Flora Rheta Schreiber,1983,Simon & Schuster,the shoemak : the anatomi of a psychot,the shoemak : the anatomi of a psychot,: of a,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0679866671,Shadow of the Fox (Bullseye Chillers),Ellen Steiber,1994,Random House Children's Books,shadow of the fox ( bullsey chiller ),shadow of the fox ( bullsey chiller ),of the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0130952494,Sun Performance and Tuning: Java and the Internet (2nd Edition),Adrian Cockcroft,1998,Prentice Hall PTR,sun perform and tune : java and the internet ( 2nd edit ),sun perform and tune : java and the internet ( 2nd edit ),and : and the ( 2nd ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0806511265,"The Vampire: In Legend, Fact and Art",Basil Copper,1989,Carol Publishing Corporation,"the vampir : in legend , fact and art","the vampir : in legend , fact and art",": , and",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0553069349,Get on With It: The Gay and Lesbian Guide to Getting Online,Richard Laermer,1997,Broadway Books,get on with it : the gay and lesbian guid to get onlin,get on with it : the gay and lesbian guid to get onlin,on : and to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0765306166,Pony Girls (John Denson Mystery),Richard Hoyt,2004,Forge Books,poni girl ( john denson mysteri ),poni girl ( john denson mysteri ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2207247384,Yurlunggur,Jean-Marc Ligny,1998,DenoÃ?Â«l,yurlunggur,yurlunggur,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0563488530,The Best,Paul Merrett,2003,BBC,the best,the best,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2246650119,Chroniques de Los Angeles,Annette Levy-Willard,2003,Grasset,chroniqu de lo angel,chroniqu de lo angel,de,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0393315355,The Sterile Cuckoo (Norton Paperback Fiction),John Nichols,1996,W. W. Norton & Company,the steril cuckoo ( norton paperback fiction ),the steril cuckoo ( norton paperback fiction ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0812520114,Soul Eater,K.W. Jeter,1987,Tor Books (Mm),soul eater,soul eater,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0312420048,Pages for You : A Novel,Sylvia Brownrigg,2002,Picador,page for you : a novel,page for you : a novel,for :,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0333596900,Morse's Greatest Mystery and Other Stories,Colin Dexter,1993,Macmillan Pub Ltd,mors 's greatest mysteri and other stori,mors 's greatest mysteri and other stori,'s and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0881791547,A Short History of the Printed Word,Warren Chappell,2000,Hartley & Marks Publishers,a short histori of the print word,a short histori of the print word,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0888888880,The Circle,Na,1999,Not Avail,the circl,the circl,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0140390030,"Uncle Tom's Cabin: Or, Life Among the Lowly (The Penguin American Library)",Harriet Beecher Stowe,1986,Penguin Books,"uncl tom 's cabin : or , life among the lowli ( the penguin american librari )","uncl tom 's cabin : or , life among the lowli ( the penguin american librari )","'s : , the ( )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0395510392,Deluge and the Ark: A Journey into Primate Worlds,Dale Peterson,1989,Houghton Mifflin,delug and the ark : a journey into primat world,delug and the ark : a journey into primat world,and the : into,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0091801559,Flight of the Stone Angel,Carol O'Connell,1997,Hutchinson,flight of the stone angel,flight of the stone angel,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0968983782,The Self Apothecary: Making Your Own Skin Care Products,Deborah R. Dolen,2000,Amnesty Publishing,the self apothecari : make your own skin care product,the self apothecari : make your own skin care product,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0446606235,The Barbed Coil,J. V. Jones,1999,Warner Books,the barb coil,the barb coil,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0373109326,Villa In The Sun (Harlequin Presents),Marjorie Lewty,1986,Harlequin,villa in the sun ( harlequin present ),villa in the sun ( harlequin present ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
034543126X,"The Art of Star Wars, Episode II: Attack of the Clones",Mark Cotta Vaz,2002,Del Rey Books,"the art of star war , episod ii : attack of the clone","the art of star war , episod ii : attack of the clone","of , : of the",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
051505643X,Brotherhood of War 01: The Lieutenants,W. E. B. Griffin,1982,Jove Books,brotherhood of war 01 : the lieuten,brotherhood of war 01 : the lieuten,of 01 :,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0453030580,Disney's Aladdin (Disney Classic Series),Walt Disney,1992,Mouse Works,disney 's aladdin ( disney classic seri ),disney 's aladdin ( disney classic seri ),'s ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0816727708,Elephant (Life Story),Sarah Blakeman,1993,Troll Communications,eleph ( life stori ),eleph ( life stori ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
092008091X,The Annie Poems,Anne Cameron,1987,Harbour Publishing,the anni poem,the anni poem,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0440161061,Max,Howard Fast,1990,Dell Publishing Company,max,max,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
097033558X,The New Sins,David Byrne,2001,McSweeney's Books,the new sin,the new sin,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0525241418,George Mills: A novel,Stanley Elkin,1982,Dutton,georg mill : a novel,georg mill : a novel,: novel,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0786840935,Homeward Bound : Lost in San Francisco-Scholastic Bk Fair Edition,Nancy E. Krulik,1996,Disney Press,homeward bound : lost in san francisco-scholast bk fair edit,homeward bound : lost in san francisco-scholast bk fair edit,: in,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0894863940,Touchstones: A Book of Daily Meditations for Men (Meditation Series),David Spohn,1996,Hazelden Publishing & Educational Services,touchston : a book of daili medit for men ( medit seri ),touchston : a book of daili medit for men ( medit seri ),: of for ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Surya Das,1998,Broadway Books,awaken the buddha within : tibetan wisdom for the western world,awaken the buddha within : tibetan wisdom for the western world,the : for the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2070384233,DÃ?Â©rives sur le Nil,Naguib Mahfouz,1991,Gallimard,dã ? â©rive sur le nil,dã ? â©rive sur le nil,? sur le,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8477272204,Vals (Biblioteca mÃ­nima),Francesc Trabal,1998,Quaderns Crema,val ( biblioteca mã­nima ),val ( biblioteca mã­nima ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0317281941,Dangerous Dandy,Barbara Cartland,1988,Amereon Ltd,danger dandi,danger dandi,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0689304064,A Dance to Still Music,Barbara Corcoran,1974,Simon & Schuster,a danc to still music,a danc to still music,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
038524410X,Azazel,Isaac Asimov,1988,Bantam Dell Pub Group,azazel,azazel,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0300092962,At the End of an Age,John Lukacs,2002,Yale University Press,at the end of an age,at the end of an age,the of an,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
003018763X,Exploring Marketing Research (The Dryden Press Series in Marketing),William G. Zikmund,1996,Thomson Learning,explor market research ( the dryden press seri in market ),explor market research ( the dryden press seri in market ),( in ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1551990458,"Editing Canadian English - Second Edition - Revised, Updated, and Redesigned",Editor's Association of Canada,2000,Macfarlane Walter & Ross,"edit canadian english - second edit - revis , updat , and redesign","edit canadian english - second edit - revis , updat , and redesign","- - , , and",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
088240041X,Richard Harrington's Yukon,Richard Harrington,1974,Harrington?,richard harrington 's yukon,richard harrington 's yukon,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3473520845,Die kleine Eule. ( Ab 8 J.).,Jill Tomlinson,1997,Ravensburger Buchverlag,die klein eul . ( ab 8 j . ) .,die klein eul . ( ab 8 j . ) .,. ( 8 . ) .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0452008727,The Ayn Rand lexicon: Objectivism from A to Z,Ayn Rand,1988,New American Library,the ayn rand lexicon : objectiv from a to z,the ayn rand lexicon : objectiv from a to z,lexicon : from to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0373225490,"Littlest Witness (Gallagher Justice) (Harlequin Intrigue, 549)",Mark Stevens,2000,Harlequin,"littlest wit ( gallagh justic ) ( harlequin intrigu , 549 )","littlest wit ( gallagh justic ) ( harlequin intrigu , 549 )","( ) ( , 549 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0312968140,Portrait of My Heart,Patricia Cabot,1999,St. Martin's Press,portrait of my heart,portrait of my heart,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
048641924X,The Body Snatcher and Other Tales (Dover Thrift Editions),Robert Louis Stevenson,2001,Dover Publications,the bodi snatcher and other tale ( dover thrift edit ),the bodi snatcher and other tale ( dover thrift edit ),and ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1860464483,Women With Men: 3 Stories,Richard Ford,1998,Havill Pr,women with men : 3 stori,woman with men : 3 stori,: 3,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2912485029,Les sentinelles du soir,HÃ©lie de Saint Marc,1999,ArÃ¨nes,le sentinel du soir,le sentinel du soir,du soir,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0385133448,"EYE WINKER, TOM TINKER",TOM GLAZER,1978,Doubleday Books for Young Readers,"eye winker , tom tinker","eye winker , tom tinker",",",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0892743840,Jack and the Beanstalk (Little Castle Book),Beverly Burgess,1985,Harrison House,jack and the beanstalk ( littl castl book ),jack and the beanstalk ( littl castl book ),and the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
